Code tiers bénéficiaire;Nom bénéficiaire;Montant versé;Type subvention
71590;COLLECTIF DES ACTEURS POUR UNE ECONOMIE CONVIVIALE ET SOLIDAIRE ASSOC;13500.0;Fonctionnement
15128;GPT LIGUE FRANCAS LEO LAGRANGE 31;146869.0;Fonctionnement
10445;MAISON  EUROPE ASSOC;5000.0;Fonctionnement
12637;GRANDS INTERPRETES ASSOC;88000.0;Fonctionnement
5316;RADIO CAMPUS TOULOUSE MIDI PYRENEES ASSOC;5000.0;Fonctionnement
47538;LA COMPAGNIE DU RA DIT BLEU ASSOC;5000.0;Fonctionnement
8902;MAISON DU DIABETE ET DE LA SANTE ASSOC;1000.0;Fonctionnement
20767;LES PRODUCTIONS DU POSSIBLE ASSOC;6000.0;Fonctionnement
725;LES AIRS SOLIDAIRES ASSOC;800.0;Fonctionnement
21444;RANGUEIL FOOTBALL CLUB ASSOC;11000.0;Fonctionnement
24678;O COMME 3 MOMES;228800.0;Fonctionnement
12636;GESTION DES ACTIVITES AU GRAND SELVE ASSOC;154020.76;Fonctionnement
26358;MAISON ENFANCE VICTOR HUGO ASSOC;201720.37;Fonctionnement
5173;CALANDRETA TOLZANA COSTA PAVADA ASSOC;114940.84;Fonctionnement
21618;ASSOCIATION REFLET;30100.0;Fonctionnement
40103;CLAP MIDI PYRENEES - CRLAPP;35500.0;Fonctionnement
8720;LYCEE DEODAT DE SEVERAC;20000.0;Fonctionnement
37943;MISSION LOCALE ASSOCIATION SIEGE ASSOC;1000172.0;Fonctionnement
2015;ARTIVITY ASSOC;11500.0;Fonctionnement
44212;CIE LA MAISON;12800.0;Fonctionnement
37067;PAROLE EXPRESSION ASSOC;31300.0;Fonctionnement
5167;CAISSE DES ECOLES TOULOUSE;114350.0;Fonctionnement
52466;BOWL FRIENDS ASSOC;1000.0;Fonctionnement
7327;CONSERVATOIRE ESPACES NATURELS MIDI PYRENEES ASSOC;12000.0;Fonctionnement
56767;CREO 31;5000.0;Fonctionnement
1800;ARIANA ASSOC;5000.0;Fonctionnement
3208;CIE BEAUDRAIN DE PAROI;20000.0;Fonctionnement
5475;CARABOSSE ASSOC;4000.0;Fonctionnement
55779;COMME UN POISSON DANS L ART;3000.0;Fonctionnement
16840;MAPCU MOUVEMENT ASSOC POUR LES CULTURES URBAINES ASSOC;16000.0;Investissement
19803;UN ENFANT DES PARRAINS ASSOC;1200.0;Fonctionnement
19851;AIDE A L EMPLOI LA PASSERELLE ASSOC;15000.0;Fonctionnement
5686;LA CASE DE SANTE ASSOC;15000.0;Fonctionnement
7789;CRL CENTRE REGIONAL DES LETTRES ASSOC;25000.0;Fonctionnement
7758;CRESS ASSOC;2000.0;Fonctionnement
64431;ACTION POUR LES ORPHELINS ROUMAINS ASSOC;300.0;Fonctionnement
25341;ACADEMIE CHRISTOPHE TIOZZO TOULOUSE ASSOC;15000.0;Fonctionnement
72651;COMMER ART PROF LIB QUA LARDENNE ASSOC;2500.0;Fonctionnement
56760;LES MAMANS DES VERGERS ASSOC;3000.0;Fonctionnement
17536;LA MEMOIRE DANS TOUS SES ETATS ASSOC;2000.0;Fonctionnement
6207;UNION DEP CFDT  HAUTE GARONNE ASSOC;600.0;Fonctionnement
46204;CLUB OLIVIER;830.0;Fonctionnement
52235;CYBERDICAP MULTISERVICES ASSOC;1800.0;Fonctionnement
31900;INSTITUT CATHOLIQUE DE TOULOUSE ASSOC;3000.0;Fonctionnement
