Section liquidation;Code tiers bénéficiaire;Nom bénéficiaire;Montant versé 2015
Fonctionnement;48271;OULUPO ASSOC;5000.0
Fonctionnement;36948;ADEPAPE ENTRAIDE PUPILLES DE L ETAT ASSOC;2700.0
Fonctionnement;10363;ETOILE SPORTIVE DE CASSELARDIT;4350.0
Fonctionnement;13203;COLLECTIF HDFS;2000.0
Fonctionnement;24936;TA ASSOC;9900.0
Fonctionnement;22684;LES ARTS ST CYPRIEN ASSOC;1400.0
Fonctionnement;21354;COMITE SOS RACISME TOULOUSE;3000.0
Fonctionnement;74443;AIDE AUX AIDANTS DES MALADES D ALZHEIMER TOULOUSE LIMAYRAC;500.0
Fonctionnement;23436;SEQUENCE ASSOC;2500.0
Fonctionnement;12569;LES GOURMETS DE LETTRES ASSOC;3000.0
Fonctionnement;13694;IHEDN  INSTITUT DE HAUTES ETUDES DEFENSE NATIONALE ASSOC;500.0
Fonctionnement;2127;DEVELOPPEMENT PSYCHOLOGIQUE EN ASIE DU SUD EST ADEPASE;5000.0
Fonctionnement;4720;VIA BRACHY ASSOC;12000.0
Fonctionnement;42235;COLLEGE CLAUDE NOUGARO;2930.0
Fonctionnement;30005;LES 198 OS ASSOC;17250.0
Fonctionnement;6742;RENCONTRES CINEMA AMERIQUE LATINE ASSOC;57237.0
Fonctionnement;18595;MUTUALITE FRANCAISE HAUTE GARONNE;812085.28
Fonctionnement;12745;CRECHE GRIBOUILLE;188495.0
Fonctionnement;20054;PENA ANDALOUZA ALMA FLAMENCA ASSOC;20700.0
Fonctionnement;46540;A TOUT PETIT PAS ASSOC;225785.14
Fonctionnement;40556;7 ANIMES ASSOC;250863.53
Investissement;20885;POUR LA MAISON CULTURE PRE CATELAN ASSOC;230000.0
Fonctionnement;10834;FEPEB FOYER EDUC POPULAIRE ETIENNE BILLIERES;29800.0
Fonctionnement;24374;SPORTS ET LOISIRS ASSOC;109521.0
Fonctionnement;257;CITES DU SECOURS CATHOLIQUE EX ASSO CITE LA MADELAINE ASSOC;283111.0
Fonctionnement;19414;OSSSQUART ASSOC;1100.0
Fonctionnement;46148;AMICALE D ANCELY ASSOC;770.0
Fonctionnement;13888;AIDE INSERTION ET REINTEGRATION ASSOC;1700.0
Fonctionnement;51516;ARCHIPEL ASSOC;2000.0
Fonctionnement;25003;TEFC TOULOUSE EMPALOT FOOT CLUB ASSOC;14360.0
Fonctionnement;16669;AVENIR NOUVELLE MAISON DES CHOMEURS ASSOC;28000.0
Fonctionnement;24842;TANGUEANDO ASSOC;2000.0
Fonctionnement;25930;UNIS CITE ASSOC;32500.0
Fonctionnement;26383;AIDE A LA VIEILLESSE ASSOC;1500.0
Fonctionnement;56218;SENS DESSUS DESSOUS ASSOC;900.0
Fonctionnement;74795;50 CINQ ASSOCIATION;5000.0
Fonctionnement;40541;L USINE ASSOC;18500.0
Fonctionnement;3198;BEACH VOLLEY TOULOUSAIN ASSOC;700.0
Fonctionnement;11431;COMITE FRANCE AMERIQUE LATINE TOULOUSE;1500.0
Fonctionnement;7739;CREMATISTE DE HTE GARONNE ASSOC;300.0
Fonctionnement;36707;SYNDICAT SUD CUTM;1165.39
Fonctionnement;17939;COMPAGNIE DERNIERE MINUTE;50000.0
Fonctionnement;19087;CENTRE OCCITAN MUSIQUES DANSES TRADITIONNELLES TOULOUSE ASSOC;220000.0
Fonctionnement;8449;LES PETITS DEGOURDIS ASSOC;253888.0
Fonctionnement;18959;NORD LOISIRS ASSOC;155686.23
Fonctionnement;14008;CRECHE CLEMENCE ISAURE;221033.28
Fonctionnement;13398;LIGUE DROITS DE L HOMME ASSOC;5000.0
Fonctionnement;167;ACCEPPT ASSOC;9000.0
Fonctionnement;23163;PLANETE SCIENCES ASSOC;13000.0
Fonctionnement;2496;AVAC  VIVRE AUTREMENT SES CONFLITS ASSOC;5000.0
Fonctionnement;51026;LES BOBINES SAUVAGES ASSOC;6150.0
Fonctionnement;678;ESPACE AIKIDO ASSOC;2750.0
Fonctionnement;44032;RESEAU COM ASSOC;2000.0
Fonctionnement;2514;AVENIR ETIENNE BILLIERES ASSOC;5220.0
Fonctionnement;9274;MAISON DES DROITS DE L ENFANT ASSOC;8000.0
Fonctionnement;16418;GESTION INNOVANTE DE LUDOTHEQUE ASSOC;178020.0
Fonctionnement;67220;SOCIETE PROTECTRICE DES ANIMAUX ATPA ASSOC;58100.0
Fonctionnement;10661;TOULOUSE FAOURETTE SPORTS ASSOC;4350.0
Investissement;24791;FONCIA MIDI PYRENEES SARL;7317.29
Fonctionnement;46535;ECLATS;6000.0
Fonctionnement;46210;CLUB SAINT MICHEL;800.0
Fonctionnement;45775;CLUB ANIMATION ET ENTRAIDE 3IEME DES MINIMES;1200.0
Fonctionnement;10030;ENSEMBLE VOCAL A BOUT DE SOUFFLE;4000.0
Fonctionnement;78051;PARTAGER L ANIMATION REVER L EDUCATION PAR JEU ASSOC;368220.22
Fonctionnement;20617;TOULOUSE POLARS DU SUD ASSOC;36000.0
Fonctionnement;68592;LA LOCOMOTIVE ASSOC;4490.0
Fonctionnement;45423;YAROSLAVNA ASSOC;1500.0
Fonctionnement;65782;TI KAZ AMI ASSOC;900.0
Fonctionnement;54375;CIRQUE DE FEMMES EN TOUT GENRE ASSOC;4500.0
Fonctionnement;33041;CJD TOULOUSE ASSOC;5000.0
Fonctionnement;6208;SYNDICAT INTERCO CFDT MAIRIE TOULOUSE METROPOLE;998.55
Fonctionnement;36736;REGIE AGRICOLE VILLE DE TOULOUSE;252000.0
Fonctionnement;14156;LES PETITS JARDINIERS ASSOC;57200.0
Fonctionnement;30978;SAMBA RESILLE;38500.0
Fonctionnement;53030;DOJOTONIC;600.0
Fonctionnement;10362;ETOILE SPORTIVE ST SIMON;28340.0
Fonctionnement;1682;ARC EN CIEL ASSOC;61702.0
Fonctionnement;47349;ARTISTES DU MONDE ARABE ASSOC;17000.0
Fonctionnement;11122;FLIM;4000.0
Fonctionnement;155;UNION ACADEMIES   STES SAVANTES ASSOC;6500.0
Fonctionnement;14274;ACADEMIE DES JEUX FLORAUX ASSOC;4500.0
Fonctionnement;46202;FOYER AMITIE ET ESPERANCE QUARTIER TROIS COCUS LES IZARDS;800.0
Fonctionnement;26178;EMPALOT VELO CLUB;1740.0
Fonctionnement;25214;LES THERESES ASSOC;4000.0
Fonctionnement;23193;SCOUTS MUSULMANS DE FRANCE ASSOC;9000.0
Fonctionnement;23441;COMPAGNIE JEAN SERAPHIN;4500.0
Fonctionnement;2208;SOC ASTRONOMIE POPULAIRE ASSOC;4500.0
Fonctionnement;46139;BOULES RAPHAEL PARC ASSOC;2500.0
Fonctionnement;78037;COMPAGNONS BATISSEURS ASSOC;5000.0
Fonctionnement;13887;GIHP GROUPE INSERTION PERSONNES HANDICAPES PHYSIQUES ASSOC;2200.0
Fonctionnement;1286;LES ANACHRONIQUES ASSOC;3000.0
Fonctionnement;56252;LES AMIS DE LA HALTE SANTE ASSOC;990.0
Fonctionnement;72674;ASSO GENERALE DES INTERVENANTS RETRAITES ACTIONS BENEVOLES COOP ET DEV;6170.0
Fonctionnement;31428;CORPS ET ARTS;2200.0
Fonctionnement;6207;UNION DEP CFDT  HAUTE GARONNE ASSOC;300.0
Fonctionnement;25097;COMITE DE LA TERRASSE ASSOC;37000.0
Fonctionnement;14173;CRECHE JARDIN D ENFANTS TOULOUSAINS;144144.0
Fonctionnement;15127;LIGUE DE L ENSEIGNEMENT 31 ASSOC;24000.0
Fonctionnement;2481;NOS AUTRES ASSOC;27000.0
Fonctionnement;3026;STADE TOULOUSAIN BASEBALL ASSOC;17400.0
Fonctionnement;16332;LOU PITCHOUN ASSOC;69680.0
Fonctionnement;26358;MAISON ENFANCE VICTOR HUGO ASSOC;189770.0
Fonctionnement;4479;CRECHE BOULE DE GOMME;91520.0
Fonctionnement;533;AGART AMICALE GUYANAIS ANTILLAIS TOULOUSE ASSOC;5000.0
Fonctionnement;22249;BOWLING CLUB SPORTIF ROGUET ASSOC;600.0
Fonctionnement;4035;CLUB 3E AGE LES BLEUETS BONNEFOY;550.0
Fonctionnement;20864;COLLECTIF DES ASS DES PRADETTES;13700.0
Fonctionnement;13209;HEBRAICA ASSOC;9000.0
Fonctionnement;16159;LE LOCAL ASSOC;3600.0
Fonctionnement;7588;COUPLE ET FAMILLE DE TOULOUSE;6000.0
Fonctionnement;37941;ARPADE CPVA ASSOC;100030.0
Fonctionnement;2107;ASEAT SPORTIVE CTRE ESSAIS AERONAUTIQUE ASSOC;4350.0
Fonctionnement;19697;JUVENTUS DE PAPUS ASSOC;13050.0
Fonctionnement;2725;COLLECTIF HABITANTS DE BAGATELLE STOP LA VIOLENCE;6200.0
Fonctionnement;19715;PARALYSES DE FRANCE DELEGATION HAUTE GARONNE ASSOC;3500.0
Investissement;54621;A CHACUN SES LOISIRS ASSOC;10000.0
Fonctionnement;75624;AJREF JEUNES REPU CONTRE L ENDOC ET POUR LA FRATERNITE ASSOC;3000.0
Fonctionnement;80806;RECTO VERSO ASSOC;3400.0
Fonctionnement;7752;CREPT CENTRE REGIONAL ETUDES ET PROMOTION DU TRAVAIL;8400.0
Fonctionnement;21938;COLLEGE RAYMOND BADIOU;10830.0
Investissement;19288;HABITAT TOULOUSE OFFICE PUBLIC DE L HABITAT;1583912.92
Fonctionnement;3032;TOULOUSE BASKET CLUB ASSOC;62000.0
Fonctionnement;2863;COMPAGNIE LA BARAQUE;23901.0
Fonctionnement;58860;LES PETITS VIOLLET ASSOC;102746.5
Fonctionnement;28665;TOULOUSE UNIVERSITE CLUB ASSOC;14450.0
Fonctionnement;47883;CLUB LOISIRS ET DETENTE GRAND SELVE;700.0
Fonctionnement;3351;CERCLE BELLEGARDE ASSOC;680.0
Fonctionnement;43061;ANACR ASS NATIONALE ANCIENS COMBATTANTS DE LA RESISTANCE ASSOC;335.0
Fonctionnement;71091;C2RCH CENTRE RESSOURCES REGIONAL CULTURE ET HANDICAP ASSOC;1500.0
Fonctionnement;14440;FONDS SOCIAL JUIF UNIFIE ASSOC;9000.0
Fonctionnement;19759;PAR HAZ ART ASSOC;9000.0
Fonctionnement;17428;MEDECINS DU MONDE MIDI PYRENEES ASSOC;18900.0
Fonctionnement;56624;INPACTS ASSOC;3600.0
Fonctionnement;21438;RANDO PLAISIRS ASSOC;500.0
Fonctionnement;7178;COMME UNE COMPAGNIE ASSOC;3000.0
Fonctionnement;8772;DESBALS SERVICES REGIE DE QUARTIER;15000.0
Fonctionnement;700;CLUB AINES DE LARDENNE;1100.0
Fonctionnement;25397;TOAC  TENNIS DE TABLE ASSOC;5300.0
Fonctionnement;351;ADENS ASSOC;7750.0
Fonctionnement;26614;CENTRE TOULOUSAIN DU VOLONTARIAT ASSOC;700.0
Fonctionnement;28154;VICTORIA REGIA ASSOC;29500.0
Fonctionnement;25191;THEATRE GARONNE ASSOC;800000.0
Fonctionnement;24946;TCHIN TCHINE ASSOC;43600.0
Fonctionnement;25872;UFCV MIDI PYRENEES ASSOC;100343.36
Fonctionnement;20229;CRECHE PARENTALE LES PETITES CANAILLES;77272.0
Fonctionnement;20566;CRECHE PARENTALE PLUME D ANGE ASSOC;231847.04
Fonctionnement;60710;NOUVELLE REGIE NORD SARL;63220.0
Fonctionnement;6342;CHANTIERS NOMADES;36000.0
Fonctionnement;8422;POUR LA DEFENSE DES FAMILLES ET DE L INDIVIDU ADFI ASSOC;1500.0
Fonctionnement;44212;CIE LA MAISON;6000.0
Fonctionnement;42785;ENFANCE TOUTE CULTURE;70491.68
Fonctionnement;10941;FESTIVAL LIVRE JEUNESSE MIDI PYRENEES;10692.0
Fonctionnement;65650;LA ROULOTTE SOLIDAIRE ASSOC;6600.0
Fonctionnement;7327;CONSERVATOIRE ESPACES NATURELS MIDI PYRENEES ASSOC;12000.0
Fonctionnement;44357;UNIVERS MONTAGNE ESPRIT NATURE ASSOC;1750.0
Fonctionnement;5400;CAP CENTRE ASSOC;5000.0
Fonctionnement;21893;LES RESTOS BEBE ASSOC;3000.0
Fonctionnement;51400;CENTRE REGIONAL D EDUCATION ET DE SERVICES POUR L AUTISME ASSOC;3600.0
Fonctionnement;46980;TOUTES VOILES DEHORS ASSOC;1000.0
Investissement;53846;SCI DU 24 RUE NAZARETH M UCAY PIERRE;14702.6
Fonctionnement;49668;QUERIDA COMPAGNIE ASSOC;2000.0
Fonctionnement;11537;FREDDY MOREZON PROD;12300.0
Fonctionnement;45770;CLUB DETENTE EVASION LAFOURGUETTE;800.0
Fonctionnement;13297;AS HERSOISE ASSOC;21250.0
Fonctionnement;47007;A COTE ASSOC;9000.0
Fonctionnement;10171;ESCAPADE;2400.0
Fonctionnement;74890;INGENIEURS SANS FRONTIERES ASSOC;500.0
Fonctionnement;18198;ORCHESTRE BAROQUE DE MONTAUBAN ASSOC;4500.0
Fonctionnement;24774;TOULOUSE ATHLETIC CLUB TIR A L ARC ASSOC;700.0
Fonctionnement;25956;UP RADIO ASSOC;3540.0
Fonctionnement;26393;ETUDIANTS VIETNAMIENS A TOULOUSE ASSOC;3000.0
Fonctionnement;21081;ENTRAIDE PROTESTANTE ASSOC;5000.0
Fonctionnement;80917;UN OEIL SUR MA VILLE ASSOC;2200.0
Fonctionnement;22862;COLLEGE GEORGE SAND;8295.0
Fonctionnement;14065;COMPAGNIE HEDDY MAALEM;54000.0
Fonctionnement;25190;THEATRE NATIONAL TOULOUSE MIDI-PYRENEES SAS;2604441.0
Fonctionnement;62213;LIBRES MARIANNES MIDI PYRENEES ASSOC;500.0
Fonctionnement;11896;LA GARONNE EXPOSE ASSOC;1500.0
Fonctionnement;44217;SOCIETE DES ARTISTES MERIDIONAUX ASSOC;1000.0
Investissement;19541;SOLIHA HAUTE GARONNE;383333.1
Fonctionnement;56760;LES MAMANS DES VERGERS ASSOC;4500.0
Fonctionnement;15882;LES CURIOSITES ASSOC;10000.0
Fonctionnement;5174;FEDERATION DES CALANDRETAS;3600.0
Fonctionnement;19260;ON OFF MANIFESTO ASSOC;22500.0
Fonctionnement;65831;POLARS SUR GARONNE ASSOC;2500.0
Fonctionnement;24821;TALENTS D OC ASSOC;1500.0
Fonctionnement;25547;TOULOUSE LALANDE AUCAMVILLE XV TLA XV ASSOC;7000.0
Fonctionnement;44020;TRAUMA COMPAGNIE ASSOC;1500.0
Fonctionnement;4609;LE BOUSTROPHEDON ASSOC;5000.0
Fonctionnement;55701;ENSEMBLE VOCAL A CONTRETEMPS;700.0
Fonctionnement;6962;CMAV;21500.0
Fonctionnement;15144;COLLEGE ROSA PARKS EX COLLEGE LALANDE;20575.0
Fonctionnement;20580;CAVE POESIE DE TOULOUSE ASSOC;90000.0
Fonctionnement;18001;MJC DES PONTS JUMEAUX ASSOC;54200.0
Fonctionnement;72148;STADE TOULOUSAIN RUGBY FEMININ;20000.0
Fonctionnement;16435;CRECHE PARENTALE DANS LA LUNE;73216.0
Fonctionnement;37907;GRISELIDIS ASSOC;38500.0
Fonctionnement;46168;FOYER 3IEME AGE BAGATELLE;500.0
Fonctionnement;45292;UNION DEP CONSOMMATION LOGEMENT ET CADRE DE VIE CLCV31 ASSOC;6100.0
Fonctionnement;1590;APSEM ASSOC SOCIO EDUCATIVE DES MIGRANTS ASSOC;11500.0
Fonctionnement;21887;CENTRE DE RESSOURCES SUR LA NON VIOLENCE ASSOC;3000.0
Fonctionnement;10829;COMITE FETES DU GRAND FENETRA;25300.0
Fonctionnement;54797;LES PETITS POIS ASSOC;800.0
Fonctionnement;7286;CONFED NAT LOGEMENT FED 31;5400.0
Fonctionnement;19931;LES PETITS FRERES DES PAUVRES ASSOC;10000.0
Fonctionnement;11869;GARE AUX ARTISTES ASSOC;13500.0
Fonctionnement;4514;EVENEMENTS VOCAUX ALIX BOURBON;3000.0
Fonctionnement;21425;RAMIP RENCONTRES ASTRONOMIQUE ASSOC;10000.0
Fonctionnement;22219;RODEO FOOTBALL CLUB;85000.0
Fonctionnement;1216;AMIS  DU STADE TOULOUSAIN ASSOC;300000.0
Fonctionnement;2546;AVIRON TOULOUSAIN ASSOC;34000.0
Fonctionnement;55254;PLUMES D ELLES ASSOC;2900.0
Fonctionnement;75062;4 AILES POUR GRANDIR ASSOC;300.0
Fonctionnement;39069;SYNETHIC ASSOC;8000.0
Fonctionnement;6307;CHAMBRE DES METIERS  HTE GARONNE;1203.0
Fonctionnement;18003;MJC  EMPALOT ASSOC;111500.0
Investissement;158;ACAD ASSOC;111000.0
Fonctionnement;25509;TOULOUSE XIII ASSOC;69600.0
Fonctionnement;1679;DEVELOP ENFANT ADO LES ARC EN CIEL ASSOC;77658.5
Investissement;72653;CABINET EMI;13920.83
Investissement;16200;LOHENGRIN ASSOC;2250.0
Fonctionnement;15411;LATO SENSU MUSEUM ASSOC;3000.0
Fonctionnement;23161;ACADEMIE DES SCIENCES ET LETTRES ASSOC;6300.0
Fonctionnement;6637;CHORALE POPULAIRE DE TOULOUSE;900.0
Fonctionnement;20226;PETIT BOIS COMPAGNIE ASSOC;14300.0
Investissement;60786;CIV CONSEIL;2826.97
Fonctionnement;7482;CORRIDA PEDESTRE DE TOULOUSE ASSOC;5000.0
Fonctionnement;25691;TRAVERSE VIDEO ASSOC;10000.0
Fonctionnement;6171;INSTITUTO CERVANTES;13500.0
Fonctionnement;25773;TROMBONE ASSOC;9000.0
Fonctionnement;14009;CLEMENCE ISAURE;3600.0
Fonctionnement;9633;L ECLUSE ASSOC;2500.0
Fonctionnement;75526;TRISOMIE 21 HAUTE GARONNE ASSOC;100.0
Fonctionnement;14724;KLASSMUTE;6300.0
Fonctionnement;10227;CENTRE TOULOUSAIN DOC ESPAGNOL ASSOC;2600.0
Fonctionnement;7813;CROSI MIDI PYRENEES ASSOC;7000.0
Fonctionnement;46922;ACADEMIE DU LANGUEDOC ASSOC;1000.0
Fonctionnement;46933;ATELIER REG PRATIQUE MUSICALE AMATEURS ASSOC;6300.0
Investissement;81022;ENTREPRISE BELINGUIER ELECTRICITE SARL;3000.0
Fonctionnement;7138;CEC HTE GAR  CONFLITS VICTIMES GUERRE ET ANCIENS COMBATTANTS ASSOC;515.0
Fonctionnement;5991;COLL CONTRE NUISANCES AERIENNES TOULOUSE ASSOC;900.0
Fonctionnement;81244;SOLIDARITES NOUVELLES FACE AU CHOMAGE ASSOC;2800.0
Fonctionnement;9289;DRUMS SUMMIT;4000.0
Fonctionnement;19085;CONVERGENCIA OCCITANA;78250.0
Fonctionnement;15564;L DANSE ASSOC;17050.0
Fonctionnement;5175;CALANDRETA DE GARONETA ASSOC;76146.0
Fonctionnement;15325;ANIMATION SOCIALE ET SOLIDAIRE DES QUARTIERS OUEST TOULOUSE ASSOC;414103.36
Fonctionnement;570;AGIT GROUPE INTERVENTIONS THEATRALES ASSOC;46000.0
Fonctionnement;22403;ROULEZ ROSE ASSOC;1305.0
Fonctionnement;3837;BIDIBULLES ASSOC;314264.0
Fonctionnement;10031;ENSEMBLE A TOUT AGE;450.0
Fonctionnement;21628;REGARTS ASSOC;27000.0
Fonctionnement;10001;ENFANT BLEU ENFANCE MALTRAITEE ASSOC;3000.0
Fonctionnement;407;ADPAM AIDE A DOMICILE AUX PERSONNES AGEES ET MALADES ASSOC;54000.0
Fonctionnement;43198;LES FILS DES TUES DE LA HAUTE GARONNE ASSOC;315.0
Fonctionnement;7347;CONTACT HG;5000.0
Fonctionnement;19850;THEATRE  PASSERELLE ASSOC;2500.0
Fonctionnement;5593;CARREFOUR CULTUREL ARNAUD BERNARD ASSOC;29700.0
Fonctionnement;3208;CIE BEAUDRAIN DE PAROI;18000.0
Fonctionnement;16840;MAPCU MOUVEMENT ASSOC POUR LES CULTURES URBAINES ASSOC;45000.0
Fonctionnement;19699;COMITE DE QUARTIER PAPUS TABAR BORDELONGUE;1200.0
Fonctionnement;10237;L ESPERLUETTE ASSOC;4000.0
Fonctionnement;12667;LE MOUVEMENT GRAPHIQUE ASSOC;900.0
Fonctionnement;24778;TOULOUSE ATHLETIC CLUB PELOTE ASSOC;2610.0
Fonctionnement;1800;ARIANA ASSOC;4500.0
Fonctionnement;60725;POUR LA SAUVEGARDE DU QUARTIER BRIENNE BAZACLE AMIDONNIERS ASSOC;1000.0
Fonctionnement;51591;TV SOL ASSOC;5000.0
Fonctionnement;19532;PACE  PHOTOGRAPHIE  CHATEAU EAU ASSOC;538000.0
Fonctionnement;1571;APOIRC ASSOC;45000.0
Fonctionnement;25072;TENDRES GALIPETTES ASSOC;109824.0
Fonctionnement;21983;LA RIBAMBELLE ASSOC;89650.0
Fonctionnement;54512;MON QUARTIER GRANDE BRETAGNE ASSOC;625.0
Fonctionnement;6143;CERCLE LAIQUE JEAN CHAUBET ASSOC;60900.0
Fonctionnement;8921;DIAPASON;24600.0
Fonctionnement;26906;LES ZAZOUS DU BIJOU ASSOC;22300.0
Fonctionnement;9609;LA COURTE ECHELLE ASSOC;92709.28
Fonctionnement;55955;CONSEIL PERMANENT REGIONAL DES ASSOC D ENVIRONNEMENT - COPRAE;1000.0
Fonctionnement;18031;MOBILITE E S ASSOC;36000.0
Fonctionnement;13672;INSTITUT D ETUDES OCCITANES SD 31 ASSOC;76500.0
Fonctionnement;16219;CITE LOISIRS ASSOC;259413.89
Fonctionnement;6835;CRECHE CLAIR DE LUNE ASSOC;251020.0
Fonctionnement;20894;CRECHE PRELUDE ASSOC;114400.0
Fonctionnement;69658;AUTEUIL PETITE ENFANCE ASSOC;92231.36
Fonctionnement;40278;BGE SUD OUEST ASSOC;37000.0
Fonctionnement;12114;GENERATIONS REUNIES ASSOC;2700.0
Fonctionnement;26609;VOLANT CLUB TOULOUSAIN ASSOC;6100.0
Fonctionnement;11893;GARONNE MULTI SERVICES ASSOC;10500.0
Fonctionnement;20315;PHILEMON ASSOC;1350.0
Investissement;19893;PATRIMOINE LANGUEDOCIENNE HLM SA;302137.32
Fonctionnement;17529;CHORALE MELODY;320.0
Fonctionnement;18347;AUTRES MOTS ASSOC;2700.0
Fonctionnement;44109;10KMS DE POUVOURVILLE ASSOC;870.0
Fonctionnement;2194;SPORTIVE TOULOUSE MIRAIL FOOTBALL ASSOC;32500.0
Fonctionnement;52208;LES PASSEURS D IMAGES ASSOC;22500.0
Fonctionnement;3339;BELL ARC EN CIEL ASSOC;9000.0
Fonctionnement;20865;TOULOUSE PRADETTES JUDO SAMBO ASSOC;4600.0
Fonctionnement;9998;LES ENFANTS DU PARADIS CIE PARADIS EPROUVETTE ASSOC;4000.0
Fonctionnement;7789;CRL CENTRE REGIONAL DES LETTRES ASSOC;22500.0
Investissement;3832;ALTERN MOBIL SCIC;3000.0
Fonctionnement;60562;COMPAGNIE  DE TREATRE A PROPOS;4000.0
Investissement;11010;THEATRE LE FIL A PLOMB ASSOC;15000.0
Fonctionnement;68304;AU CIRQUE;5000.0
Fonctionnement;78103;ENSSEMBLE ORG ASSOC;8000.0
Fonctionnement;25868;SYNDICAT UECT UNSA UNION EMPLOYE;2386.95
Fonctionnement;20920;UNIVERSITE FEDERALE TOULOUSE MIDI-PYRENEES;39100.0
Fonctionnement;8165;CTRE D ART CHOREGRAPHIQUE POUR LE DEV DES DANSES URBAINES ASSOC;84244.0
Fonctionnement;1505;NAT DES VISITEURS DE PRISON SECTION LOCALE MURET SEYSSES ASSOC;500.0
Fonctionnement;5125;CTRE D ACCUEIL D ENFANTS DE TOULOUSE ASSOC;149889.5
Fonctionnement;1314;FOYER ANCIENS CHATEAU DE L HERS;800.0
Fonctionnement;53960;AGITEE ASSOC;800.0
Fonctionnement;17951;MIRAIL BASKET CLUB ASSOC;4300.0
Fonctionnement;5316;RADIO CAMPUS TOULOUSE MIDI PYRENEES ASSOC;10102.0
Fonctionnement;55456;SALAMANDRE ASSOC;40000.0
Fonctionnement;292;ACTS ACTIONS CULTURELLES POUR TOUS EN SIGNES ASSOC;6000.0
Fonctionnement;49030;SPORTIVE MURET TOULOUSE HANDISPORT ASSOC;10100.0
Fonctionnement;14050;ITEM ASSOC;1400.0
Fonctionnement;49384;LES AMIS DE L ORGUE DU TEMPLE DU SALIN ASSOC;965.62
Fonctionnement;56575;TOPOPHONE ASSOC;5100.0
Investissement;25419;SOURDS DE TOLOSA ASSOC;5000.0
Fonctionnement;74312;RENCONT ROMS NOUS ASSOC;1000.0
Investissement;24936;TA ASSOC;1000.0
Fonctionnement;449;AERA ACTIONS ETUDES RECHERCHES AUTOUR DE L ARCHITECTURE ASSOC;24750.0
Fonctionnement;6570;CONVIVENCIA ASSOC;24000.0
Fonctionnement;34978;LIEU RESSOURCE FORMATION ASSOC;25000.0
Fonctionnement;24835;LE TAMBOUR ASSOC;10700.0
Fonctionnement;20749;LA PORTE OUVERTE DE TOULOUSE ASSOC;3200.0
Fonctionnement;50397;CHORALE DES AINES LA JOIE DE VIVRE;320.0
Fonctionnement;10371;ET QUI LIBRE MARIONNETTISSIMO;10400.0
Fonctionnement;3953;OUI BIZARRE ASSOC;13260.0
Fonctionnement;9032;DIRE;11070.0
Fonctionnement;7399;COQUELICOT TOULOUSE GYM;34000.0
Fonctionnement;22523;TOULOUSE A C LAFOURGUETTE XV ASSOC;9600.0
Fonctionnement;51900;ITINERANCE ORALE ASSOC;4000.0
Fonctionnement;14234;JEAN CALAS L EUROPE NOUS REGARDE ASSOC;1000.0
Fonctionnement;19341;ORGETCOM ASSOC;3500.0
Fonctionnement;7904;LA CUISINE ASSOC;5700.0
Fonctionnement;26674;CERCLE RICHARD WAGNER ASSOC;1000.0
Fonctionnement;39095;CONSISTORI DEL GAI SABER ASSOC;4000.0
Investissement;69684;ANADINE  SAS;3000.0
Fonctionnement;25863;UDAF 31 ASSOC;5000.0
Fonctionnement;9783;EHEO ENFANT HANDICAPE ESPOIR OSTEOPATHIQUE ASSOC;800.0
Fonctionnement;19321;ORCHIDEE DANSE ET MUSIQUE VIVANTES ASSOC;7200.0
Fonctionnement;5173;CALANDRETA TOLZANA COSTA PAVADA ASSOC;113298.49
Fonctionnement;24400;STADE TOULOUSAIN SECTION RUGBY ASSOC;554000.0
Fonctionnement;47412;HABITAT JEUNES O TOULOUSE  ASSOC;18500.0
Fonctionnement;24061;FRANCE SOLIDARITE ASSOC;7000.0
Fonctionnement;17732;MFPF MOUVEMENT FRANCAIS PLANNING FAMILIAL HAUTE-GARONNE ASSOC;11000.0
Fonctionnement;49456;TOULOUSE FUTSAL CLUB ASSOC;2000.0
Fonctionnement;24064;SOLIDARITE JEUNESSE INTERNATIONALE ASSOC;4200.0
Fonctionnement;25506;TOULIBRE ASSOC;4000.0
Investissement;23309;SEGITO;5706.53
Fonctionnement;19803;UN ENFANT DES PARRAINS ASSOC;1000.0
Fonctionnement;1221;LES AMIS DE MONSIEUR ASSOC;7200.0
Fonctionnement;25566;SEM DEVELOPPEMENT TOURISME REGIONAL - SO TOULOUSE;700000.0
Fonctionnement;7918;CULTURES DU COEUR;10000.0
Fonctionnement;22439;ROUTE NOUVELLE ASSOC;4000.0
Investissement;37257;OPPIDEA SEM;75000.0
Fonctionnement;51846;FOYER JEUNES TRAVAILLEUSES ESPERANCE ASSOC;4900.0
Fonctionnement;9671;THEATRE  L ECOUTILLE ASSOC;1000.0
Fonctionnement;8720;LYCEE DEODAT DE SEVERAC;20000.0
Fonctionnement;6719;LE NID DES CIGOGNEAUX ASSOC;164736.0
Fonctionnement;19876;LES PETITS PAS ASSOC;89359.73
Fonctionnement;18008;MJC PREVERT ASSOC;169414.0
Fonctionnement;12614;PRINTEMPS DU RIRE ASSOC;57600.0
Fonctionnement;45740;SPORTIVE TOULOUSE INTER GENERATION ASTIG ASSOC;750.0
Fonctionnement;9757;EGALITERE;10000.0
Fonctionnement;24455;SAINT CYPR QUARTIER LIBRE ASSOC;900.0
Fonctionnement;54470;COMITE DES FETES DE TOULOUSE SAINT SIMON;1200.0
